,Unnamed: 0,MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,Date,Location,WindGustDir,WindDir9am,WindDir3pm,RainToday,RainTomorrow
0,102650,-0.1803480387612338,-1.3091435496416746,0.08196858892497927,-0.08605331483838206,0.28859158773081595,-0.061312553975839776,1.05533917957991,0.6959850588675154,0.3039182603159974,0.3183223706343797,-0.519303402088625,-0.6169415231221378,3,0,0,0,0,0,0
1,36352,-0.0505055798441259,-0.7097483496713471,0.7638166590012161,-0.3241541882219636,-0.2650601537215204,-0.061312553975839776,1.0986145473995124,1.00463595524554,0.2785625962832627,0.2795721058188846,-0.42432654893735017,-0.4995169721157298,2,1,1,1,1,0,0
2,128486,-0.7302690412336909,-0.8625353614284895,-0.19653273547235686,-0.472967234086702,0.15017865236773184,-0.061312553975839776,-0.3294725906473571,-0.024200366014541955,0.3292739243487325,0.3287019058528158,-0.7869654427876722,-0.4799462136146618,4,2,2,2,2,1,1
3,62024,-0.9670405839648878,-1.2738850084669495,-0.09089430208026383,-0.7705933258161788,-1.026331298218483,-0.17083684686063588,1.2717160186779206,0.2844505303634827,0.3581029670160888,0.3633003565809359,-1.1064330397510511,-0.5533365579936668,3,3,3,3,3,0,1
4,137911,0.9424073412866996,1.1001900972978769,-0.014066350522378007,0.18181016771814712,-0.40347308908460455,0.4315467640057427,0.4927593979250828,1.244697763539559,0.2955821515929066,0.2996392072411947,0.9830577295769949,-0.024926078464830918,2,4,4,4,2,0,0
5,6422,-0.28727712257532273,-0.263140161458162,-0.19653273547235686,-0.6515428891243881,-0.5418860244476886,-0.7184583112846163,-0.4160233262865613,-0.401440350476572,0.3497668582929976,0.3494609762896881,-0.11349321135135973,-0.14235062947123903,2,5,5,3,4,1,1
6,115828,0.4230375056182678,1.8171137678506208,-0.19653273547235686,-0.056290705665434385,1.0498627322277785,-0.3898854326302281,-2.493240981627462,-1.6017493919466677,0.3073916389506186,0.3017151142848816,1.2248169921438763,0.6942992964494177,2,6,6,5,5,1,1
7,138491,0.8813050076786488,1.0531787090649092,-0.19653273547235686,-0.3241541882219636,-0.2650601537215204,0.21249817823615047,-0.19964648718855074,-0.2299676302665584,0.31815911271794445,0.3127866185178803,0.9830577295769949,0.38116716043232973,4,4,7,6,6,1,1
8,50969,-0.883024875253818,-1.7910102790295848,-0.15811875969341396,-0.7705933258161788,-0.12664721835843634,-0.2543491201852929,0.3196579266466745,-1.3111031311906944,-3.1619057757749154,-3.1367654152025497,-1.1841413741475488,-0.3979936623914396,3,7,2,7,7,1,1
9,113350,-0.7073556661306719,-0.27489300851640386,-0.19653273547235686,-0.3836794065678589,-1.026331298218483,-0.006550407533441729,1.05533917957991,-0.16137854218255288,0.3198958020352551,0.3252420607800038,-0.5970117364851226,-0.2108482842249769,3,8,2,3,6,1,1
10,47829,0.2702816715981409,1.6878324502099624,-0.19653273547235686,-0.5920176707784927,-1.026331298218483,-0.4994097255150242,-0.8055016366629801,-1.4645712157786568,0.3157277476737098,0.3127866185178803,0.5945160575945071,0.6453724001967477,1,9,8,3,1,1,1
11,14003,0.048785712268956685,0.3245021914539236,0.6869887074433302,-0.4432046249137543,-0.40347308908460455,-0.280361139745432,0.5793101335642871,-0.09278945409854744,0.31294904476601265,0.3127866185178803,0.18007160747985326,0.09739116216684404,2,10,9,8,8,0,1
12,122638,-0.4705841233994752,0.5478062855605159,-0.19653273547235686,0.33062321358288554,-0.2650601537215204,-0.17083684686063588,-0.3294725906473571,-0.8129748789806048,-3.1343476739261367,-3.1093146898634894,0.08509475432857831,0.19035226504691694,1,11,10,3,4,1,1
