,MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RISK_MM,Date,Location,WindGustDir,WindDir9am,WindDir3pm,RainToday,RainTomorrow
102650,-0.1803480387612338,-1.3091435496416746,0.08196858892497928,-0.08605331483838206,0.28859158773081595,-0.06131255397583978,1.05533917957991,0.6959850588675154,0.3039182603159974,0.3183223706343797,-0.519303402088625,-0.6169415231221378,0.41201820871881034,2016-08-01,Nuriootpa,SW,WNW,SW,Yes,Yes
36352,-0.0505055798441259,-0.7097483496713471,0.7638166590012161,-0.32415418822196357,-0.2650601537215204,-0.06131255397583978,1.0986145473995124,1.00463595524554,0.2785625962832627,0.2795721058188846,-0.42432654893735017,-0.4995169721157298,0.5244778011305279,2010-05-29,WaggaWagga,NNW,NE,N,Yes,Yes
128486,-0.7302690412336909,-0.8625353614284895,-0.19653273547235686,-0.472967234086702,0.15017865236773184,-0.06131255397583978,-0.32947259064735707,-0.024200366014541955,0.3292739243487325,0.3287019058528158,-0.7869654427876722,-0.47994621361466183,-0.2852312642338384,2013-09-15,Hobart,NW,NNW,ESE,No,No
62024,-0.9670405839648878,-1.2738850084669495,-0.09089430208026383,-0.7705933258161788,-1.026331298218483,-0.17083684686063588,1.2717160186779206,0.28445053036348267,0.3581029670160888,0.3633003565809359,-1.1064330397510513,-0.5533365579936668,-0.2627393457514949,2015-07-08,Sale,E,SE,E,Yes,No
137911,0.9424073412866997,1.1001900972978769,-0.014066350522378009,0.18181016771814712,-0.40347308908460455,0.4315467640057427,0.49275939792508283,1.244697763539559,0.2955821515929066,0.2996392072411947,0.983057729576995,-0.02492607846483092,0.9518242522950544,2014-03-11,Darwin,SE,SW,ESE,Yes,Yes
6422,-0.28727712257532273,-0.263140161458162,-0.19653273547235686,-0.6515428891243881,-0.5418860244476886,-0.7184583112846163,-0.41602332628656125,-0.401440350476572,0.3497668582929976,0.3494609762896881,-0.11349321135135972,-0.142350629471239,-0.2852312642338384,2010-04-30,Cobar,SSE,SE,SSE,No,No
115828,0.4230375056182678,1.8171137678506206,-0.19653273547235686,-0.05629070566543438,1.0498627322277785,-0.38988543263022807,-2.493240981627462,-1.6017493919466677,0.3073916389506186,0.3017151142848816,1.2248169921438765,0.6942992964494177,-0.2852312642338384,2012-03-06,PerthAirport,NE,NNE,NNE,No,No
138491,0.8813050076786488,1.0531787090649092,-0.19653273547235686,-0.32415418822196357,-0.2650601537215204,0.21249817823615047,-0.19964648718855074,-0.22996763026655836,0.31815911271794445,0.3127866185178803,0.983057729576995,0.38116716043232984,-0.2852312642338384,2015-10-12,Darwin,N,N,NNW,No,No
50969,-0.883024875253818,-1.7910102790295848,-0.15811875969341396,-0.7705933258161788,-0.12664721835843634,-0.25434912018529293,0.3196579266466745,-1.3111031311906944,-3.1619057757749154,-3.13676541520255,-1.1841413741475488,-0.39799366239143963,-0.2852312642338384,2009-06-22,MountGinini,NW,W,NW,No,No
113350,-0.7073556661306719,-0.27489300851640386,-0.19653273547235686,-0.3836794065678589,-1.026331298218483,-0.006550407533441729,1.05533917957991,-0.16137854218255288,0.3198958020352551,0.3252420607800038,-0.5970117364851226,-0.2108482842249769,-0.2852312642338384,2013-07-13,PearceRAAF,NW,SE,NNW,No,No
47829,0.27028167159814087,1.6878324502099624,-0.19653273547235686,-0.5920176707784927,-1.026331298218483,-0.4994097255150242,-0.8055016366629801,-1.4645712157786568,0.3157277476737098,0.3127866185178803,0.5945160575945071,0.6453724001967477,-0.2852312642338384,2009-01-30,Tuggeranong,ENE,SE,N,No,No
